text,location,phase
bjp4india bjp4bengal request please stop enrolling new migrants tmc kindly give power original bjp cadres thick amp thin party 2021election need change sick people amp color banglarlojjamamatatmc bjp 2021election banglarlojjamamata,kolkata,2
name ‘ corona express ’ given didi become exit route ” “ ’ added salt wounds migrant workers forget ” banglarlojjamamata bjpmm4bengalbanglarlojjamamata,kolkata,2
arogyaandhra sir sk university anantapur father admitted corona treatment today 3pm took form home 11am till food treatment given many people location suffering plz dont treat patients like request quick help andhrafightscoronaandhrafightscorona,chennai,2
ysrcparty sir sk university anantapur father taken covid treatment 3pm today till one attended patient food provide please take action people starving since afternoon patients treated way andhrafightscoronaandhrafightscorona,chennai,2
andhrapradeshcm sir sk university anantapur father taken covid 19 treatment today 3pm till provide food treatment several people starving without food please help treatment also given till andhrafightscoronaandhrafightscorona,chennai,2
sad witness tye treatment meted party functionaries strongly feel dr ysr son ysjagan first amp became andhrapradeshcm jm scindia sachinpilot milinddeora jitinprasada r seen serious threat rahulgandhi amp priyankagandhi congress dead,chennai,2
regions always preferential treatment cant recollect vividly remember reading something effect somewhere,bangalore,2
get awkward silent treatment zipper mouth face face medical mask socialdistancing pros beaming face smiling eyesawkward socialdistancing,bangalore,2
good treatment third class eidotis trying defame hindustan warriors,bangalore,2
central hesitate take action law order democracy everyday violence murder corona patients dead road treatment bed every corruption govt failed governor insulted humiliated stay,bangalore,2
https youtu j34fu q99v4 kindly action shri ravishankar prasad ji bound commitment bring one nation one lawyer welfare scheme maintain uniformity atleast treatment lawyers suffering covid 19 patients rsprasad bsybjp narendramodi barcouncilindia,bangalore,2
ysjagan sir awestruck ur ap fight covid treatment care amazing sir words express ap blessed hv u cm last word sleep salute reign cm last long may 30 years,hyderabad,2
congress supporters deserves treatment trusting traitors fake ghandi family theyre cheap character fellows supports cheaper traitors best atleast blind learn know traitors reality,hyderabad,2
treatment palamoor idol picnic place pillalamarri looking like many childhood memories tree thanx srinivas goud garu enhancing look old monument vsrinivasgoud raghavtrs avrtrs kkrmardi,hyderabad,2
even covid negative time know already pay 5 lakhs since treated covid treatment,hyderabad,2
sanjayjha use protect useless vadra gandhis till moon amp see treatment met jhasanjay join mns option chotey talab mein badi machli banosanjayjha,mumbai,2
money supposed use common people accumulated professional chor modis coffers professional chor modi formulated national policy corona patients treatment beggar anything poaching congress mlas mps,mumbai,2
may rjd supporters pay tax grinning face grinning face grinning face come data want world class system treatment third class character grinning face grinning face asia kaisa chalega laluaa grinning face grinning face,mumbai,2
home care model used extensively world covid 19 disease treatment amp management must replicated diseases amp conditions well reduce medical bills shall also ensure good quality treatment,delhi,2
republic wionews zeenews ndtvindia abpnews ndtvindia aajtak pti news cnnnews18 indiatvnews narendramodi remdesivir injection used 4 treatment covid 19 patients available black markets 4 fifty thousand 1 lakh pm modi ji action pls folded hands light skin tone folded hands light skin tone,delhi,2
without medical treatment cancer cured taking initiation saint rampal ji maharaj trueworship curesdiseasestrueworship curesdiseases,delhi,2
without medical treatment cancer cured taking initiation saint rampal ji maharaj trueworship curesdiseasestrueworship curesdiseases,delhi,2
yes one best treatment,kolkata,2
insensitive momta mumtaz begum responsible killing suvro charterjee without treatment parents lost son administration bengal cm also health minister must resign taking moral responsibility sad death suvro,kolkata,2
dont protest insensitive attitude momota various issues like mla murder murder common man without treatment gundas looted ration gundas looted relief amfan treated cowards dont afraid devil momota amp henchmen protest agher,kolkata,2
outside getting news everyday hospital refusal death sometimes feel society living least people get treatment,kolkata,2
hats father mother subhrajit chattopadhyay aged 18yrs died 10th july 2020 refused four govt hospital west bengal provide covit19 treatment hc kolkata accepted case investigate today 14 07 2020,kolkata,2
cant administering doctor scan qr code instead tracking database addition hospital rx time purchase,chennai,2
pmoindia 13 08 2020 dr p padmanabhan md senior consultant physician citytower hospitals annanagar chennai 40 mobile — 91 98401 28849 044 42938383 dear respectful honorable pm modijii thankful sir quick response,chennai,2
cramanathapuram rakri1 protest took place ramanathapuram district government hospital adequate medical equipment nurses urge take action need ur support reduce covid19 cases suggestions alsocovid19,chennai,2
promoting quackery promptly checked hospital got infected,chennai,2
need hospital bed patient contact 9008371846 bangaloremirror cmofkarnataka blrcitypolice narendramodi – bangalore,bangalore,2
thanks sir patient got ambulance bbmp got bed hospital,bangalore,2
thanks sir patient got ambulance bbmp got bed hospital,bangalore,2
thanks sir patient got ambulance bbmp got bed hospital,bangalore,2
thanks sir patient got ambulance bbmp got bed hospital,bangalore,2
esic building finest example infrastructure development someone gifted gulbarga thanks kalaburagi world class hospital infrastructure kalaburagifightscorona – esic hospitalesic gulbarga kalaburagi kalaburagifightscorona,hyderabad,2
happening gandhi hospital husband tested covid positive brought us gandhi one know condition patient check oxygen level even levels good bad dont care etelarajender – gandhi hospital,hyderabad,2
sir request improve conditions govt hospitals hospitals need attention plz seriously come action plan govt hospitals plz visit govt hospitals full faith govt telanganacmo ktrtrs telanganahealth toihyderabad deccanchronicle,hyderabad,2
booked bed erragadda mental hospital go admit,hyderabad,2
hospitals allowing cashless facility insured covid 19 patients despite provision insurance policy also demanding cash deposits patients taking note irdai asks insurers act https www google com amp www thehindu com business covid honour cashless facility says irdai article32083722 ece amp hindu thhyderabad thehindubiz,hyderabad,2
would case ayurved wouldnt use modern medicine also steroids also patients lose kidneys liver due ayurved end serious condition allopaths death wreck allopathic hospital,mumbai,2
authackeray ji need actemera injection friend rahul mother guru nanak hospital bandra east please injection arranged rrpspeaks zeeshan iyc rajeshtope11 ncpspeaks nawabmalikncp,mumbai,2
provide ambulance case different doctor getting support current hospital time hospital admits support ambulance anything support humanity victory hand selector red heart selector,mumbai,2
amitabh donated ppe kits nanavati bombay hospital sells exorbitant costs mumbai patients quid pro quo amitabh covid hospitality nanavati bombay hospital,delhi,2
prime minister mr p k oli mentally disturbed man admitted mental hospital immediately otherwise destroyed nepal excelled china,delhi,2
dear sir dmgbnagar requesting restart ambulance uber facilities gb nagar residents lockdown weekends really helped us earlier lockdown many people needs visit hospitals weekend emergency please consider thanks,delhi,2
audit reveals nanavati hospital inflated covid patient ’ bill conducted many unnecessary tests https mumbaimirror indiatimes com coronavirus news audit reveals hospital inflated covid patients bill articleshow 76824432 cms via mumbaimirror,delhi,2
breakingnews breaking nurses civil hospital panchkula thrash doctor allegedly eve teasing one anilvijminister cmohry police haryana bjp4haryana incharyana aapharyana haryana cp panchkula covidwarriors ncwindia covid 19breakingnews breaking nurses panchkula doctor haryana covidwarriors covid 19,delhi,2
mamata banerjee true failure health welfare minister west bengal made total massacre organizing every govt hospital pandemic bunch idiots 7 careless case death answer,kolkata,2
per complt parents of18 yrs boy netajipally ichapur got treatment 8hrs bymidlandnursing home 4 hrs sagardutta medical hospital finally died lnvestn ordered cell formed monitor situation patients amp mobno ofdir dy dir provided publicdomain,kolkata,2
anybody experience apple battery change india 2018 iphone x constantly plugged usage may normal wfh battery health 78 phone otherwise good new,chennai,2
indias covid19 case tally crosses 9 lakh mark 28 498 new cases amp 553 deaths reported last 24 hours total positive cases stand 9 06 752 including 3 11 565 active cases 5 71 460 cured discharged migrated 23 727 deaths ministry health india subashcovid19 india subash,chennai,2
public health workers instructed dispose unused containers prevent water stagnation prevent mosquito breeding state education department also instructed ensure inspection closed institutions check mosquito breeding denguedengue,chennai,2
regular practice breathing aware prana whole body purified gurumountkailash spiritualguidance guidance practice self health breathing aware prana wholebody purified… https www instagram com p ccmzvegm84 igshid gq92r2zxbe6ogurumountkailash spiritualguidance guidance practice self health breathing aware prana wholebody purified,chennai,2
definite purely health point view,chennai,2
good city without people best becoming worst downfall inevitable lockdowns destroy livelihoods hd kumaraswamy official health stayhome staysafe… https www instagram com p ccparzdhvlm igshid 1osd8l5unzqlmstayhome stayhome staysafe,bangalore,2
juniorbachchan breatheintotheshadows awesome performance abhishek ji completed web series 2 days mind blowing take care healthbreatheintotheshadows breatheintotheshadows,bangalore,2
nimmasuresh sir v expect transparent decision school fees school authorities r demanding parents r confusion reg school begin syllabus exams amp importantly safety kids health,bangalore,2
deepolice12 dear sir lock work pls take care health wishing team best,bangalore,2
telangana state lowest testing rate ill equipped health system health common man insecured go,hyderabad,2
telanganacmo state lowest testing rate amp ill equipped health system health common man insecured go cnni bbcworld ajenglish indiatoday,hyderabad,2
grace god successfully came hospital discharged special thanks hyd mp janab asaduddin owaisi saab mla kausar mohiuddin saab high recommendation treatment whole heartedly thankful every one praying health,hyderabad,2
true health care infrastructure mark holding doctors responsible insane stupid indeed doctors managing patients infrastructure applaudable deserves appreciation,hyderabad,2
office politics pressure started affecting health wife asked quit quit position hospitalised due high blood pressure maleprivilege patriarchymaleprivilege patriarchy,mumbai,2
worst service religare health insurance premium debited auto debit card policy document received,mumbai,2
worst service religare health insurance premium debited auto debit card policy document received,mumbai,2
worst service religare health insurance premium debited auto debit card policy document received,mumbai,2
mam cant believe us didnt know film industry cruel journalists spoil someones image make money sooo numb hoe much must affecting persons mental health us achiever,delhi,2
beta delhi ki per capita income gdp growth rate employment ratio health systm education budget powerty ratio chk kr isi post pr rply kr ki koun sa bjp ka state sb delhi se aage h pta chl jayega tu kitna bda gdha bklol h school khulte hi apna admsn kra,delhi,2
kk shailaja kerala health minister also list 50 great thinkers,delhi,2
great initiative always taken banyan creates ripple effect field mental health,delhi,2
health amit ji,kolkata,2
15 quick test assess health newborn child immediately birth order combat infant mortality named surname american anesthesiologist,kolkata,2
bahut na insaafi hai covid k zamane itna travel theek nahi judiciary shud take sangyan current health situation globally strongly request baggaji life shud b put danger virtual ka zamana hai,kolkata,2
beautiful lines sir ji awesome tribute doctors health workers nurses whole medical professionals shahenshah indian cinema salute health workers tireless service round clock unprecedented crises folded hands folded hands folded handsshahenshah,kolkata,2
wednesday july 15 2020 folded hands folded hands folded hands rose rose rose sai babas answer “ remember guru preceptor everything happen desired ” folded hands rose folded hands use mask fight covid sai saranam stores https www instagram com p ccpekxbgsa4 igshid t89zse5ru4uq,chennai,2
man weaing mask march rogue fellow disgrace society police,chennai,2
chennaipolice jawaharnagar fourth main road 200 metres k5 police station next icici bank one person wear http mask 7 walks fourth main road without mask police checking discouragement others fine,chennai,2
appreciate good work humanitarian effort someone please teach collector cover nose mask face medical mask good example,chennai,2
open mask please,chennai,2
face medical mask n95 mask would costed rs 200 thy cant even afford face tears joy face tears joy,bangalore,2
per rajsthan state govt guideline covid 19 backhand index pointing marriage function 50 ppl funeral 20 ppl save congress government rajsthan 80 mlas gathering together w mask law applicable public politicians rajsthanpoliticsrajsthan covid 19 rajsthan politicians rajsthanpolitics,bangalore,2
missing vitamin sea always thankful gold old vitamin c glow heres started including night skincare routine vitamin c sleeping mask by… https www instagram com p ccojp6adnl9 igshid 1sqph762xx73k,bangalore,2
would got better mask fellow actor akshaykumar mask like mirror countrys economic condition maskindia indianeconomymaskindia indianeconomy,bangalore,2
6 months pandemic realdonaldtrump wore mask finally change face tears joy,hyderabad,2
shield face mask stay safeshield stay,hyderabad,2
dear friends break carona ’ share corona wear mask physical distance must haveing responseblty break carona opposition leaders blameing government way unity break carona,hyderabad,2
wear mask madam folded hands folded hands,hyderabad,2
prevalent society negative effects health well women communities high time must introspect cases impotent men hide behind mask shallow patriotism continue hypocrites worship goddess,hyderabad,2
better protection dont check evidey protective mask http www evidey super comfy breathable mask comes unique 8 layer protection well follow us link best offers https instagram com evideytalks igshid 11bf6qpuo6bj6 take care stay safe,mumbai,2
better protection dont check evidey protective mask http www evidey super comfy breathable mask comes unique 8 layer protection well follow us link best offers https instagram com evideytalks igshid 11bf6qpuo6bj6 take care stay safe,mumbai,2
better protection dont check evidey protective mask http www evidey super comfy breathable mask comes unique 8 layer protection well follow us link best offers https instagram com evideytalks igshid 11bf6qpuo6bj6 take care stay safe,mumbai,2
better protection dont check evidey protective mask http www evidey super comfy breathable mask comes unique 8 layer protection well follow us link best offers https instagram com evideytalks igshid 11bf6qpuo6bj6 take care stay safe,mumbai,2
better protection dont check evidey protective mask http www evidey super comfy breathable mask comes unique 8 layer protection well follow us link best offers https instagram com evideytalks igshid 11bf6qpuo6bj6 take care stay safe,mumbai,2
supriyo sir mask acceptable leaders dont care would general public care,delhi,2
saying positive consequences mask know everything three sides always matter concern inspite positivity thinking face,delhi,2
yes telling another perspective mask say ppl wont use mask end soon pandemic crime stop,delhi,2
think ppl must get habitual contact air borne diseases also pollution others affect caused mask keep safe secure save thumbs,delhi,2
didi make stringent rules physical distancing mask etc preventive measures another spell lockdown would doom livelihood mamataofficial,kolkata,2
covid 19 outbreaks appear enhanced june july stop going market always use mask sanitizer stay healthy,kolkata,2
mask mandatory every outside home,kolkata,2
according benioff win 1m xprize next gen mask challange partnership xprize jimcramer honeywell peterdiamandis endeavor immensely appreciated ivankatrump one kind premium rationality amid global pandemic situationpandemic,kolkata,2
develop immunity provide nutritious diet 100 crore bpl masses suffering hunger due covid 19 lockdown pmoindia narendramodi amitshah piyushgoyal nsitharamanoffc dasshaktikanta finminindia bjp4india bmgfindia jpnadda,chennai,2
neowise chennai lockdown cube chord fading dumb era beautiful memories chennai life causes much jealousy fr evil tamils winking face question person raising hand face rolling eyes face medical maskfading,chennai,2
chennai lockdown way guess enemies great city,chennai,2
coinmaster coinmastergame loving game ever since downloaded coinmaster regrets also best choice game never disappoint also surprise new events freebies every day smiling face 3 hearts coinmaster lockdown game madness beaming face smiling eyes coinmaster lockdown best friendcoinmaster coinmastergame coinmaster coinmaster,bangalore,2
know lockdown go road easy go may broke go irrelevant things may stop go dont ask go dont take words seriously just… https www instagram com p ccoedcwf9ea igshid zoqqdis5cilc,bangalore,2
nasheman news announced chief minister total lockdown bengaluru city benagluru rural week starting 8pm 14th july till 5am 23 july cop shri baskar rao issued instructions officers lockdown,bangalore,2
lockdown reinstated bengaluru bigbasket com customer service today order xxxx64955 120720 successfully delivered times morality wins deeply indebted bb delivery staff scrambling serve humanity thank bigbasket com,bangalore,2
anti public govt running telanganacmo initial days lockdown people come forword rationkits food packets hyd mayor stoped people trying save lifes oxygen cellenders raiding trying stop public govt,hyderabad,2
post lockdown rarely go took small trip city stress buster evening well spent setting sun hussein sagar lake hyderabad hussainsagar buddhastatue evening sunsets lake… https www instagram com p cconiplgnt5 igshid 1pzag3iahdjeahyderabad hussainsagar buddhastatue evening sunsets lake,hyderabad,2
https twitter com zeebusiness status 1282989730854875138 19 operationhaftavasooli anilsinghvi zeebusiness pravinkks majority people crisis state lockdown places fraudloanapps registered rbi theyre selected google playstore platform theyre easily hacking dataoperationhaftavasooli fraudloanapps,hyderabad,2
emoji smiling face smiling eyes lockdown announced face hand mouth pleading face pensive face face medical mask crying face,hyderabad,2
congratulations one thing bring notice since scooty bike running roads frequent guys please extend servicing tenure vehicles purchased lockdown trusted give us back suzuki2wheelers,mumbai,2
lockdown helped focusing fitness setup home gym make sure walk atleast 8k steps follow diet,mumbai,2
cpmumbaipolice present rules regulations mumbai city suburbs partially lockdown relaxation,mumbai,2
grofers 95 cart filled non essential rule added later products able use 89₹ next time stop fooling people name cash backs follow business ethics lockdown also able use orange cash cheaters,mumbai,2
today saw poor guy selling pani puri lockdown tbh couldnt control weary face somehow take care folded hands,mumbai,2
respected hrd union minister shri drrpnishank ji plz wave charges except tution fee kvntpcbadarpur lockdown period bcz majority students belongs poor families kv sangathan nt giving relaxation time crisis kvs hq kvsedu sanjaydhotrempkvntpcbadarpur,delhi,2
loans worth rs 1 20 lakh crore sanctioned 37 14 lakh msmes emergency credit line guarantee scheme help msmes allied business restart operations stalled lockdown aatmanirbharbharataatmanirbharbharat,delhi,2
sudden lockdown bihar folded hands folded hands pray pandemic situation lockdown biharfightscoronalockdown biharfightscorona,delhi,2
airtel presence network coming gurgaon sector 22 since lockdown period please solve issue thanks,delhi,2
got medicare try get plan b big struggle im india lockdown calls keep dropping feel one cares shouldnt easily done ssa account cant believe happening us generally government good comms hope,kolkata,2
followers avail online consultation services lockdown phase engage us get know us even closely join us help make world better place furry babies … https www instagram com p ccoyf9 mizz igshid y7688xnqo9e,kolkata,2
govt enforce curfew mondays working professionals happily stay home mondaythoughts workfromhome lazymondays newnormal covid 19 lazymondaythoughts workfromhome lazymondays newnormal covid 19 lazy,chennai,2
gujarat sunita yadav woman constable gujarats surat resigned stopped state ministers son friends found breaking night curfew rules wearing masks check point threatened questioned sabarimalaj thirujagujarat sunita yadav,chennai,2
curfew induced imprudence almost certainly radiant,chennai,2
appeal chief minister tamil nadu cmotamilnadu wedding photography hit industry completely since corona curfew came effect request financial assistance workers situation workers commit suicide respect cm sir pls appo,chennai,2
still ’ understand police third degree man handling carried extreme extent cross human endurance level poor fellows trivial matter like keeping shop open past curfew timings motives provocation,chennai,2
vijayrupanibjp ji amitshah ji narendramodi ji transferring lady constable bcz stopped one ministers son disobey curfew covid 19 acceptable bjp leadership shouldnt encourage stupid things else difference congress n bjp,bangalore,2
effect already showing narendramodi gujarat police official tendered resignation duty time curfew fault asking mla son violated curfew,bangalore,2
swiggycares curfew time also giving much headache intolerable giant company like really ridiculous responsibility side,bangalore,2
sunday curfew snack 奶黃包 chinese steamed custard buns 一級棒 bangalore india https www instagram com p ccihbzmls1b igshid b0r21o6tltgk,bangalore,2
dcpnebcp srvishwanathbjp vjgrover cmofkarnataka shetty vikram krishnabgowda timesnow poojaprasanna4 sunday curfew captured bytaranpura bellari road jn,bangalore,2
https youtu n8zptovmyza sunday lockdown full day curfew basavakalyan,hyderabad,2
janta curfew 22nd lockdown imposed india except states 23rd suddenly announced lockdown would take effect march 24,hyderabad,2
due janata curfew every type shops hotels etc closed basava kalyan one wandering n road,hyderabad,2
https youtu 4wdvnp6all0 due janata curfew every type shops hotels etc closed basava kalyan one wandering n road,hyderabad,2
still ’ understand partial lockdown like one karnataka every sunday complete curfew ’ point,hyderabad,2
non curfew hour good smiling face smiling eyes,mumbai,2
isupportsunitayadav ikumarkanani constable transffered ones father country pmoindia narendramodi clearly gudaraj watch gujarat constable ’ heated argument ‘ friends ’ bjp leader ’ sons curfew violation https scroll video 967257 watch gujarat constables heated argument friends bjp leaders sons curfew violation via scrollisupportsunitayadav,mumbai,2
since mid march lockdown day night weekend look weekend lockdown night curfew wont serve purpose corona travel weekends night open economy live corona test treat us pmoindia cmomaharashtra suchetadalal mohfw india,mumbai,2
speaking head selector mumbai police commissioner param bir singh warned mumbaikars observd dt inspite night curfew b w 9pm 5am vehicles r venturing 4 non emergency non essential reasons requests citizens abide rules failing necessary action taken,mumbai,2
pmoindia cmoguj whats fault lady constable woman police constable sunita yadav resign questioning gujarat health minister kumar kananis son prakash breaking night curfew,mumbai,2
cmoguj amitshah supportsunitayadav duty honesty curfew period one mla gujrat abused reason caught son using mla car without mast curfew time please justicesupportsunitayadav,delhi,2
proud lady officer like needed video gujarat cop sunita yadav transferred stopping mlas son curfew violations city times india videos,delhi,2
rules applicable politicians relatives narendramodi bjp4india video gujarat cop sunita yadav transferred stopping mlas son curfew violations https timesofindia indiatimes com videos city ahmedabad video gujarat cop sunita yadav transferred stopping mlas son curfew violations videoshow 76953876 cms,delhi,2
dmgbnagar curfew timings noida monday friday weekdays please clarify,delhi,2
noidapolice curfew timings monday friday weekdays clarity,delhi,2
railminindia piyushgoyal piyushgoyaloffc pmoindia narendramodi hmoindia amitshah amitshahoffice travelling tomorrow tatanagar howrah train going leave 21 00 hrs curfew night reach home please help indiafightscoronaindiafightscorona,kolkata,2
100 attendance bus seating open religious crowded market place political gathering etc really serious lock extended july night curfew night thieves whats use cheap comedy,kolkata,2
admkfails admkcornascams waiting august 15th admk corona scam book release dmkravichandra2 kavibharathi94 thamizhmarana thamoanbarasan sulaidmk udhaystalin dmkitwing mkstalin arivalayamadmkfails admkcornascams,chennai,2
jet kill corona,chennai,2
back corona thoraipakkam india https www instagram com p cdn229wgr3spf6mqtttt6wsbwywole z8fj je0 igshid uxd4ln00tyxgcorona,chennai,2
amitshah honble home minister sir humble dedication bimal patra landless resident west bengal l unemployed living chennai family due corona epidemic sincere dedication court please something rehabilitating – ambattur industrial estate,chennai,2
dear sonu soodji bimal patra resident west bengal unemployed living chennai family two sons lost job due corona epidemic please something us hopping help,chennai,2
friend predicted time converging impassable one corona immobilize system totally soon would like think opportunity learn things well unlearn didnt work,bangalore,2
’ clear need stay corona beyond 2020 think world would next 5 years,bangalore,2
kcetstudentsinhcforjustice dear karnataka govt thank much gift conducting kcet tomorrow appreciate understanding support spread wings expand horizons im sure youre gon na pleased results love coronakcetstudentsinhcforjustice kcet,bangalore,2
cases area many days look neither corona watch app works increase random testing ccc ready hospitals looting people oximeters provided home isolated people mla sudhakar shameful handling,bangalore,2
dear ycpeans friends reaction blame cbn theyre cms failure fight corona,bangalore,2
’ best investment option corona,hyderabad,2
10000 corona cases 24 hours flushed face flushed face flushed face andhrafightscoronaandhrafightscorona,hyderabad,2
ssrajamouli sir corona positive pensive face strong sir dont worry kirankiran,hyderabad,2
may muslim political gain face minority friendly sad see discrimination based religion dr joginder must treat corona warrior due respectcorona,hyderabad,2
drrpnishank sir neet aspirants die due corona due postponement game please conduct neet 2020 13th september dontpostponeneetandjeedontpostponeneetandjee,hyderabad,2
insane manipulative get kodak rises 650 becoming pharmacy company photograph company help fight corona big manipulate sad shorted especially qullamaggie kodakmoment kodkkodakmoment kodk,mumbai,2
day people india stop chasing celebrity stuff well move step direction progress topics important death ssr bigb infected corona,mumbai,2
rafaleinindia dont see anil ambani welcome committee offset man exactly role much money made rafele deal known modi corona care fund long live mofi long live anil ambani guju guju bhai bhai guju guju chor chorrafaleinindia,mumbai,2
ek aur chota recharge lockdown maharashtra government tfghospitality maharashtra lockdown covid covid19 covidwarriors coronavirus corona stayhomestaysafe thefoodguruji shivsena bmc mumbai… https www instagram com p cdpc2skfoqj igshid 9jjsc0d622pytfghospitality maharashtra lockdown covid covid19 covidwarriors coronavirus corona stayhomestaysafe thefoodguruji shivsena bmc mumbai,mumbai,2
behavior corrona patients surrounding peoples shocking criminals show humanity give moral support doctor refused treat corona patients think byculla 32 patients found today 6 died 44 cured coronaupdatesbyculla coronaupdates,mumbai,2
corona pandemic season going america try healthy diet save life backhand index pointing backhand index pointing backhand index pointing backhand index pointing https instagram com ketoguiderecipes igshid 1uqip1kfdpfar,delhi,2
alredy 4th biggest airforce world way godi media chanting rafle 5 airplane airplane airplane airplane airplane deviate mind basic issues nation india corona case cross 1 5 privatization public sec unemployment murder democracy rajrafle,delhi,2
difficult days said corona stay ’ close cancer centre body belived pt scared staff panicking testing freely available team encouraged 1500 opd 1000admission 30 bmt 4 months zero mortality team fortis thank god,delhi,2
america ke doctors ne corona hoax ko expose karna shuru kr diya hai hamare yaha stay home stay safe ka pura drama chal raha hai,delhi,2
fu king corona person facepalming,delhi,2
another fake corona con making hundred points rolling floor laughing,kolkata,2
corona china government clearly confirm number chinese deaths indian government clearly corona china government f ing jokeing,kolkata,2
dont need worry country corona china inventor corona virus shut amp oil machine recover soon amp ability,kolkata,2
chor govt cant answer corona virus wiped 21 days,kolkata,2
rot due time nation wants war hysterical nationalism every channel secured 2nd spot corona 21 days face tears joy,kolkata,2
nsitharaman honorable minister finance dear madam suffering corono virus time business running prepared bank e announced bank interest deduction corono virus time humble regus view,chennai,2
must forget chinese created virus,chennai,2
short writeup discussing effects heat coronavirus written abishekramesh13 covid19 covid 19 temperature hot health medical virus infwction disease pandemic article essay writing report coronawriteup effects heat coronavirus covid19 covid 19 temperature hot health medical virus infwction disease pandemic article essay writing report corona,chennai,2
narendramodi continuing tweet sir process unlock various http states come situation live virus face medical mask time choose life livelihood,chennai,2
tyrion monster corona virus deceptive shrewd like lannisters,chennai,2
ajitisaac hi ajit one employee security guard amp fly affected virus amp hospitalized victoria hospital blr however children wife struggling get admission also dire need financial support attendant contact 9611482788,bangalore,2
hm sanitisation ’ kill virus,bangalore,2
ha ha ha way confuse virus n send away,bangalore,2
divider chief read 100 times never contact virus dont believe pragya,bangalore,2
purpose lockdown particular days knows days corona virus active days sleeps grinning face big eyes grinning face big eyes grinning face big eyes grinning face big eyes grinning face big eyes grinning face big eyes grinning face big eyes grinning face big eyes,bangalore,2
sir kindly request dhaya chesi carona virus treatment nu arogyasree lo add chayadi sir plzz folded hands folded hands folded hands folded hands folded hands oka middle class family private hospitals lo treatment kosam velthy minimum 7 lks deposit chayanidhey treatment chayamu ani private hospitals vallu clear gaa cheptunnaru,hyderabad,2
covid 19 virus mutating fast viruses mutate fast vaccines influenza dengue,hyderabad,2
initially yes later pandaemic spread states equally state govts role play handling virus,hyderabad,2
looking literate coment illiterate say many days months years virus disappears http stays us continue work postpone game solution,hyderabad,2
divert people actual suffering going due economy corona virus unemployment etc etc,hyderabad,2
smiling face halo folded hands munaf patel ‘ ikhar express ’ munaf swings match virus village india news times india,mumbai,2
get sentiment virus arrived international aircrafts doubt herd immunity kicking public toilets places spread dont alternative dentist friend mentioned 55 positives antibodies im thrilled,mumbai,2
sirji plz unlock soon without income life like virus killing settle life saving happiness depression,mumbai,2
pw productplacement perfectwomanmagazine toprated kentrosystems protect family bacteria virus brushing various kitchen chores kent launches ‘ health plus ’ compact purifier designed to… https www instagram com p cdo5g99jksg igshid 11pwtwc5zr9v7pw productplacement toprated,mumbai,2
corona virus makes pinocchios nose longer,mumbai,2
virus face thermometer indiatodayindiatoday,delhi,2
monkeys given moderna coronavirus vaccine deliberately infected able fight virus quickly clearing lungs,delhi,2
allahdoesnotneedqurbani eating meat command god eating meat boon still follow words god corona virus terrible viruses also arise improve time everything fineallahdoesnotneedqurbani,delhi,2
successful cm arvindkejriwal covid19 amp corruption viruscovid19 corruption,delhi,2
please ignore corona virus shit sentence face tears joy,delhi,2
relentlessly selflessly dedicate time energy care warriors battle covid bring relief abandonment dreaded virus patients blog amitabhbachchanamitabhbachchan,kolkata,2
even central government ’ timely approval run shramik trains mamata ’ cooperate leading avoidable delays migrant workers ’ travel approval increase spread virus didi openly mocked people ’ mandate করোনায়ব্যর্থমমতা,kolkata,2
one reason covid spreading people getting infected instead proactive tracing contacts asking isolate try hide fact infected result disease spreads folded hands light skin tone got virus nothing else,kolkata,2
ministry home affairs mha issues unlock3 guidelines restrictions movement individuals night removed yoga institutes gymnasiums allowed open august 5 2020 coronavirus coronapandemic lockdown unlockunlock3 coronavirus coronapandemic lockdown unlock,chennai,2
book chennai pest bugpestcontrol chennai coronavirus hepatitisfreefuture – chennai cameraschennai coronavirus hepatitisfreefuture,chennai,2
formula one cancels four races americas coronavirus http dlvr rcxbkg,chennai,2
average iq policy makers india seems falling rate coronavirus cases india rising,bangalore,2
need stop governments drafting education policy diverse country needs flexible policy ill thought vote bank fuelled dictum fancy words phrases dont lead change coronavirus bringing worst governments,bangalore,2
apt movie title year gone wind covid19 gocoronago jobless coronavirus gonewiththewind 2020worstyearmovie year covid19 gocoronago jobless coronavirus gonewiththewind 2020worstyear,bangalore,2
thanks coronavirus going away bengaluru aug 1coronavirus bengaluru,bangalore,2
people misused makes facebook page followers name coronavirus missuses covid19 trafficforpage badstrategyfacebook coronavirus missuses covid19 trafficforpage badstrategy,bangalore,2
sebi markets regulator sebi gave relaxation one month till september 15 listed companies submitting june quarter results amid coronavirus pandemicsebi,hyderabad,2
small diet plan covid19 era follow video boost immune system health healthtips boostimmunesystem immunesystem covid19era dietplan coronavirus coronaprecautions coronavirusindia twitterhealth healthtips boostimmunesystem immunesystem covid19era dietplan coronavirus coronaprecautions coronavirusindia twitter,hyderabad,2
different symbolic hajj muslim pilgrims began arriving islam ’ holiest site mecca wednesday start historically unique scaled hajj experience reshaped coronavirus pandemic hajj hajj2020hajj hajj2020,hyderabad,2
ssrajamouli speedy recovery jakkanna red heart selector filmmaker ss rajamouli family members tested positive coronavirus per doctors advice home quarantined,hyderabad,2
